date,num_rrsig,num_httpsrr,rrsig_perc
2025-02-02,11427,93074,12.277327717729964
2025-02-03,11420,93083,12.268620478497672
2025-02-04,11416,93071,12.265904524502785
2025-02-05,11419,93087,12.26701902521296
2025-02-06,11353,92128,12.32307224730808
2025-02-07,11374,92151,12.342785211229382
2025-02-08,11378,92362,12.31891903596716
2025-02-09,11385,92333,12.330369423716318
2025-02-12,11408,92614,12.317792126460349
2025-02-13,11412,92627,12.32038174614312
2025-02-14,11418,92525,12.340448527425007
2025-02-15,11425,92538,12.346279366314365
2025-02-16,11421,92437,12.355442084879417
2025-02-17,11417,92331,12.365294429823123
2025-02-18,11431,92415,12.369204133528093
2025-02-19,11492,93225,12.327165459908809
2025-02-20,11523,93581,12.313396950235612
2025-02-21,11527,93695,12.302684241421622
2025-02-22,11533,93842,12.289806270113582
2025-02-23,11533,93650,12.315002669514135
2025-02-24,11529,93638,12.312309105277759
2025-02-25,11548,93960,12.290336313324806
2025-02-26,11569,94372,12.25893273428558
2025-02-27,0,0,0.0
2025-02-28,11547,93698,12.323635509829439
2025-03-01,11558,93656,12.34090714956862
2025-03-02,11553,93592,12.344003761005201
2025-03-03,0,0,0.0
2025-03-04,11542,93564,12.335941173955781
2025-03-05,11531,93343,12.353363401647673
2025-03-06,11482,92517,12.410692089021463
2025-03-07,11489,92535,12.415842654130856
2025-03-08,11520,92701,12.427050409380684
2025-03-09,11504,92602,12.423057817325747
2025-03-10,11503,92516,12.433525011889822
2025-03-11,11504,92750,12.403234501347695
2025-03-13,11505,92563,12.429372427427792
2025-03-14,0,0,0.0
2025-03-15,11510,92752,12.409435915128501
2025-03-16,11519,92579,12.44234653647154
2025-03-17,11514,92447,12.45470377621771
2025-03-18,11519,92493,12.453915431438041
2025-03-19,0,0,0.0
2025-03-20,11582,93399,12.400561033844031
2025-03-21,11591,93352,12.416445282372084
2025-03-22,0,0,0.0
2025-03-23,11591,93253,12.429626928892354
2025-03-24,11592,93238,12.432699114095097
2025-03-25,11614,93878,12.371375615160089
2025-03-26,11639,93934,12.390614686907815
2025-03-27,11610,93584,12.40596683193707
2025-03-28,11600,93431,12.415579411544334
2025-03-29,11597,93302,12.429529913613843
2025-03-30,11597,93255,12.435794327381895
2025-03-31,11592,93081,12.453669384729416
2025-04-01,11580,92979,12.454425192785454
2025-04-02,11552,92568,12.479474548440052
2025-04-03,11525,92025,12.523770714479747
2025-04-04,11528,92044,12.524444830733113
2025-04-05,11537,92189,12.514508238510004
2025-04-06,11528,92058,12.522540137739238
2025-04-07,11524,91992,12.527176276197917
2025-04-08,11533,92016,12.53368979307945
2025-04-09,11536,92144,12.51953464143079
2025-04-10,11534,92032,12.532597357440876
2025-04-11,11527,91805,12.555961004302583
2025-04-12,11532,91678,12.57880843822944
2025-04-13,11529,91773,12.562518387761092
2025-04-14,11533,91688,12.578527179129207
2025-04-15,11542,91725,12.583265194875974
2025-04-16,11568,91827,12.597602012479976
2025-04-17,11576,91816,12.607824344340841
2025-04-18,11569,91793,12.603357554497606
2025-04-22,11574,91898,12.594398137064992
2025-04-23,11585,92089,12.580221307648022
2025-04-24,11571,91804,12.604025968367377
2025-04-25,11526,91463,12.601817128237634
2025-04-26,11520,91324,12.61442775174104
2025-04-27,11517,91327,12.610728481172037
2025-04-28,11512,91264,12.613955119214571
2025-04-29,11513,91500,12.582513661202173
2025-04-30,11517,91275,12.61791290057517
2025-05-01,11472,90461,12.681708139419182
2025-05-02,11475,90689,12.653133235563285
2025-05-03,11495,90740,12.668062596429344
2025-05-04,11508,90844,12.667870195059649
2025-05-05,11507,90751,12.679750085398494
2025-05-06,11522,90967,12.66613167412357
2025-05-07,11539,91080,12.66908212560385
2025-05-08,11542,91039,12.678083019365312
2025-05-09,11549,91243,12.657409335510655
2025-05-10,11551,91317,12.649342400648276
2025-05-11,11556,91382,12.645816462760704
2025-05-12,11571,91438,12.654476257135968
2025-05-13,11585,91414,12.673113527468427
2025-05-14,11596,91449,12.680291747312696
2025-05-15,11592,91315,12.694518972786494
2025-05-16,11584,91595,12.646978546863897
2025-05-17,11588,91460,12.670019680734733
2025-05-18,11587,91340,12.685570396321422
2025-05-19,11590,91257,12.70039558609201
2025-05-20,11584,91171,12.705794605740847
2025-05-21,11632,91872,12.66109369557644
2025-05-22,11634,91945,12.653216596878554
2025-05-23,11642,91921,12.66522339835292
2025-05-24,11645,92057,12.649771337323601
2025-05-25,11640,91948,12.659329186061672
2025-05-26,11637,91994,12.649738026393011
2025-05-27,11661,92430,12.616033755274248
2025-05-28,11669,92505,12.614453272796052
2025-05-29,11674,92548,12.6139948999438
2025-05-30,11642,91850,12.675013609145331
2025-05-31,11642,91967,12.658888514358397
2025-06-01,11679,92896,12.572123665173944
2025-06-02,11645,91932,12.666971239611874
2025-06-03,11643,91989,12.656948113361366
2025-06-04,11656,92008,12.668463611859824
2025-06-05,11667,91999,12.681659583256327
2025-06-06,11628,91708,12.679373664238657
2025-06-07,11630,91730,12.678513027362898
2025-06-08,11636,91765,12.68021576853919
2025-06-09,11564,90564,12.76887063292256
2025-06-10,11535,90326,12.770409405929618
2025-06-11,11520,90014,12.798009198569098
2025-06-12,11510,89913,12.801263443550974
2025-06-13,11497,89688,12.818883239675305
2025-06-14,11496,89548,12.837807656229048
2025-06-15,11486,89394,12.84873705170368
2025-06-18,11490,89936,12.775751645614644
2025-06-19,11477,89760,12.786319073083764
2025-06-20,11470,90265,12.707029302608971
2025-06-21,11467,89476,12.815727122356819
2025-06-22,11453,90054,12.717924800675137
2025-06-23,11468,89695,12.785551034059855
2025-06-24,11492,90086,12.756699154141584
2025-06-25,11493,90015,12.767872021329763
2025-06-26,11492,89721,12.808595535047521
2025-06-27,11464,89125,12.862833099579229
2025-06-28,11457,88933,12.88273194427264
2025-06-29,11450,88816,12.891821293460623
2025-06-30,11447,88705,12.904571331942941
2025-07-01,11449,88569,12.926644762840256
2025-07-02,11446,88175,12.981003685851984
2025-07-03,11377,87452,13.0094223116681
2025-07-04,11377,87453,13.009273552651123
2025-07-05,11378,87654,12.980582745795955
2025-07-06,11366,87158,13.04068473347253
2025-07-07,11361,87132,13.03883762567138
2025-07-08,11360,87133,13.037540311936908
2025-07-09,11351,86891,13.063493342233357
2025-07-10,11341,86933,13.045678856130568
2025-07-11,11335,86810,13.057251468724786
2025-07-12,11329,86670,13.071420329987292
2025-07-13,11311,86449,13.084014852687696
2025-07-14,11305,86237,13.109222259586936
2025-07-22,11385,87166,13.06128536355917
2025-07-23,11370,86962,13.074676295393376
2025-07-24,11341,86289,13.14304256625988
2025-07-25,11327,86088,13.157466778180451
2025-07-26,11320,86051,13.154989482981007
2025-07-27,11320,85891,13.179494941262748
2025-07-28,11320,85791,13.194857269410528
2025-07-29,11321,85666,13.215277939906132
2025-07-30,11270,84598,13.321827939194764
