date,num_rrsig,num_httpsrr,rrsig_perc
2024-12-21,18541,94182,19.68635195684948
2024-12-22,18620,94769,19.647775116335488
2024-12-23,18611,94775,19.63703508309151
2024-12-24,18608,94721,19.64506286884638
2024-12-25,18612,94684,19.65696421781925
2024-12-26,18595,94652,19.645649325951887
2024-12-27,18595,94594,19.65769499122564
2024-12-28,18518,94016,19.69664737916948
2024-12-29,18522,93923,19.720409271424444
2024-12-30,18505,93848,19.71805472679224
2024-12-31,18491,93812,19.710697991728114
2025-01-01,18499,136241,13.578144611387165
2025-01-02,18456,135949,13.57567911496222
2025-01-03,18391,134932,13.629828357987718
2025-01-04,18404,135229,13.609506836551322
2025-01-05,18410,135214,13.615454021033317
2025-01-06,18386,135405,13.578523688194666
2025-01-07,18402,135149,13.616082989885228
2025-01-08,18401,135241,13.60608099614761
2025-01-09,18398,135102,13.617859099051078
2025-01-10,18421,135380,13.606884325602
2025-01-11,18417,135275,13.614489003880974
2025-01-12,18423,135314,13.614999187075977
2025-01-13,18428,135308,13.619298193750545
2025-01-14,18442,135563,13.604006993058569
2025-01-15,18460,135616,13.61196319018404
2025-01-16,18461,135768,13.597460373578448
2025-01-17,18460,135869,13.586616520324716
2025-01-18,18482,135912,13.598504914944956
2025-01-19,18505,136032,13.603416843095733
2025-01-20,18500,136074,13.595543601275768
2025-01-21,18579,136842,13.576971982286132
2025-01-22,18640,137620,13.544542944339478
2025-01-23,18664,137818,13.542498077174235
2025-01-24,18686,138082,13.532538636462384
2025-01-27,18723,138233,13.544522653780204
2025-01-28,18788,138979,13.518589139366371
2025-01-29,18805,139090,13.52002300668631
2025-01-30,18821,139251,13.515881394029478
2025-01-31,18772,138751,13.529271861103695
2025-02-01,18795,138765,13.544481677656462
2025-02-02,18799,138792,13.544728802812834
2025-02-03,18792,138800,13.538904899135439
2025-02-04,18794,138820,13.538395043941787
2025-02-05,18804,138882,13.539551561757454
2025-02-06,18699,137493,13.599965089131802
2025-02-07,18721,137589,13.606465633153805
2025-02-08,18738,137835,13.594515181194899
2025-02-09,18748,137890,13.596344912611494
2025-02-12,18789,138289,13.58676395085653
2025-02-13,18795,138157,13.604088102665798
2025-02-14,18801,138171,13.607052131054989
2025-02-15,18809,138159,13.614024421137955
2025-02-16,18804,138023,13.623816320468318
2025-02-17,18795,137883,13.631122038249812
2025-02-18,18803,137940,13.631288966217188
2025-02-19,18902,139072,13.591520938794286
2025-02-20,18946,139568,13.574744927203936
2025-02-21,18951,139582,13.576965511312338
2025-02-22,18956,139761,13.563154241884352
2025-02-23,18962,139553,13.587669200948735
2025-02-24,18956,139604,13.578407495487227
2025-02-25,18980,140219,13.53596873462226
2025-02-26,19003,140427,13.532297919915678
2025-02-27,0,0,0.0
2025-02-28,18956,139624,13.576462499283782
2025-03-01,18972,139536,13.596491228070168
2025-03-02,18959,139527,13.588051058218115
2025-03-03,0,0,0.0
2025-03-04,18951,139507,13.584264588873667
2025-03-05,18936,139257,13.597880178375226
2025-03-06,18861,138022,13.66521279216356
2025-03-07,18849,138803,13.579677672672773
2025-03-08,18891,138264,13.662992536018043
2025-03-09,18873,138116,13.66460077036693
2025-03-10,18870,138045,13.669455612300329
2025-03-11,18876,138312,13.64740586500086
2025-03-13,18876,138101,13.668257289954445
2025-03-14,0,0,0.0
2025-03-15,18891,138121,13.677138161467111
2025-03-16,18894,137887,13.702524530956499
2025-03-17,18883,137682,13.714937319330042
2025-03-18,18875,137717,13.705642731107988
2025-03-19,0,0,0.0
2025-03-20,18964,138883,13.654658957539791
2025-03-21,18972,138801,13.668489420105034
2025-03-22,0,0,0.0
2025-03-23,18967,138624,13.682334949215134
2025-03-24,18967,138587,13.685987863219486
2025-03-25,18990,139318,13.630686630586133
2025-03-26,19035,139507,13.644476621244804
2025-03-27,19005,139080,13.664797238999128
2025-03-28,18996,138876,13.678389354532092
2025-03-29,18985,138732,13.684658189891293
2025-03-30,18986,138556,13.702762781835494
2025-03-31,18975,138463,13.704022013100964
2025-04-01,18973,138370,13.711787237117864
2025-04-02,18944,137956,13.731914523471243
2025-04-03,18897,137199,13.77342400454813
2025-04-04,18900,137193,13.776213072095507
2025-04-05,18915,137435,13.762869720231373
2025-04-06,18905,137183,13.780862060167797
2025-04-07,18897,137089,13.784475778508844
2025-04-08,18916,137084,13.798838668261787
2025-04-09,18918,137115,13.797177551690178
2025-04-10,18907,137232,13.777398857409342
2025-04-11,18900,136663,13.829639331786941
2025-04-12,18904,136564,13.842593948624812
2025-04-13,18901,136615,13.835230391977445
2025-04-14,18910,136611,13.84222353983207
2025-04-15,18927,136675,13.84817998902505
2025-04-16,18964,136795,13.863079790928023
2025-04-17,18972,136795,13.86892795789319
2025-04-18,18987,136745,13.884968371786893
2025-04-22,19007,136851,13.88882799541106
2025-04-23,19020,137097,13.87338891441825
2025-04-24,19017,136730,13.908432677539668
2025-04-25,18963,136178,13.925156780096628
2025-04-26,18953,136037,13.932239023206913
2025-04-27,18955,136019,13.93555312125511
2025-04-28,18949,135919,13.941391564093312
2025-04-29,18937,136123,13.911682816276446
2025-04-30,18947,135906,13.941253513457822
2025-05-01,18884,134776,14.011396687837587
2025-05-02,18876,135074,13.974562091890363
2025-05-03,18901,135283,13.971452436743705
2025-05-04,18914,135257,13.983749454741705
2025-05-05,18921,135261,13.988511100760743
2025-05-06,18941,135435,13.985306604644284
2025-05-07,18954,135606,13.977257643467095
2025-05-08,18969,135611,13.987803349285816
2025-05-09,18980,135886,13.967590480255499
2025-05-10,18981,136004,13.956207170377333
2025-05-11,18992,136091,13.955368099286497
2025-05-12,18990,136077,13.955334112304055
2025-05-13,19007,136321,13.942826123634648
2025-05-14,19009,136303,13.946134714569736
2025-05-15,19011,136250,13.953027522935772
2025-05-16,19021,136495,13.935308985677121
2025-05-17,19017,136549,13.926868743088553
2025-05-18,19009,136359,13.940407307181768
2025-05-19,19013,136180,13.961668380085172
2025-05-20,18993,136032,13.962155963302743
2025-05-21,19053,137031,13.904153074851667
2025-05-22,19080,137149,13.911876863848798
2025-05-23,19082,137097,13.918612369344324
2025-05-24,19095,137250,13.91256830601092
2025-05-25,19080,137182,13.908530273651053
2025-05-26,19069,137226,13.896054683514777
2025-05-27,19104,137922,13.851307260625562
2025-05-28,19104,137910,13.852512508157485
2025-05-29,19116,137915,13.86071130768951
2025-05-30,19043,137050,13.894928858080984
2025-05-31,19035,137136,13.880381519075945
2025-06-01,19108,138150,13.831342743394853
2025-06-02,19031,137125,13.878577939835907
2025-06-03,19036,137197,13.874938956391166
2025-06-04,19031,137776,13.813000812913707
2025-06-05,19048,137784,13.824536956395509
2025-06-06,18969,137324,13.813317409921053
2025-06-07,18966,137397,13.803794842682146
2025-06-08,18967,137371,13.807135421595525
2025-06-09,18848,135878,13.871266871752592
2025-06-10,18807,135579,13.871617285862847
2025-06-11,18786,135247,13.890141740667067
2025-06-12,18782,135133,13.898899602613712
2025-06-13,18762,134838,13.914475147955315
2025-06-14,18756,134664,13.927998574229184
2025-06-15,18742,134468,13.937888568283896
2025-06-18,18764,135110,13.887943157427273
2025-06-19,18753,135071,13.883809255872828
2025-06-20,18750,135616,13.825802265219433
2025-06-21,18745,134675,13.918693150176342
2025-06-22,18725,135117,13.858359791884062
2025-06-23,18751,134942,13.895599590935356
2025-06-24,18795,135486,13.872282006997024
2025-06-25,18802,135465,13.879599896652262
2025-06-26,18803,135120,13.915778567199517
2025-06-27,18756,134372,13.958265114756042
2025-06-28,18760,134160,13.98330351818723
2025-06-29,18744,133941,13.994221336259987
2025-06-30,18738,133813,14.003123762265242
2025-07-01,18738,133644,14.020831462691918
2025-07-02,18739,133237,14.064411537335715
2025-07-03,18644,132104,14.113122994004714
2025-07-04,18639,131934,14.12751830460684
2025-07-05,18628,132177,14.093223480635805
2025-07-06,18615,131689,14.135577003394351
2025-07-07,18605,131576,14.140116738614935
2025-07-08,18619,131769,14.130030583824714
2025-07-09,18596,131435,14.1484383916004
2025-07-10,18576,131445,14.132146525162605
2025-07-11,18583,131258,14.157613250239976
2025-07-12,18569,131020,14.172645397649204
2025-07-13,18536,130675,14.184809642242193
2025-07-14,18535,130690,14.182416405233749
2025-07-22,18688,131879,14.170565442564765
2025-07-23,18664,131815,14.159238326442352
2025-07-24,18624,130788,14.239838517295153
2025-07-25,18617,130537,14.261856791561002
2025-07-26,18616,130570,14.257486405759352
2025-07-27,18632,130329,14.296127492729926
2025-07-28,18622,130258,14.296242841130669
2025-07-29,18641,130122,14.325786569527049
2025-07-30,18541,128597,14.41791021563488
